Date,sigma_real,sigma_pred,Lambda,Cq,Delta,gamma_t
2005-01-04,0.094381,0.19643766768843182,0.3486258488408151,0.4877099752268311,-0.167089906314196,0.02790829368432464
2005-01-05,0.09514602,0.20296131185756563,0.353014027962606,0.502691870220048,0.021220735082319586,0.013615035542981055
2005-01-06,0.08725031,0.29489357811535716,0.46321590352492437,0.5622472647413304,0.02052205532530091,0.023725082231890626
2005-01-07,0.08593965,0.2831357678149574,0.47336666872847377,0.5004547213191344,0.0604499411851053,0.024391954500869648
2005-01-10,0.08465725,0.2717196794066602,0.4651623915475897,0.48242400251727136,0.0643841396907861,0.02994803261000954
2005-01-11,0.08726115,0.2120127625347139,0.39069116977258045,0.44801543883080563,0.05237939417592494,0.025146012171111492
2005-01-12,0.08224421,0.1865587984660535,0.38951854459202234,0.35164936300788535,-0.1412108981090015,0.027936093786141186
2005-01-13,0.08534555,0.22912971361905354,0.44121170900342743,0.39166411629161213,-0.07428513396642242,0.026829826400630176
2005-01-14,0.08822578,0.27727273331905633,0.4805351824020599,0.46435136410231587,0.020812389324838587,0.03381287131176879
2005-01-18,0.09520582,0.29662257638789924,0.5053166954700771,0.4680760093679117,-0.0021555867820101104,0.019900042316827002
2005-01-19,0.09736979,0.22469443423861393,0.460617790658948,0.3295828646908769,0.1190080867168895,0.010021968352077122
2005-01-20,0.10064288,0.22034544860805264,0.432525175322451,0.3800907469326135,0.05436212746971031,0.005668225363768139
2005-01-21,0.09584693,0.221026660210465,0.43757933141676686,0.3706423949715789,0.08736924973972268,0.010146993195840314
2005-01-24,0.09436302,0.3164988298350112,0.5608124507429695,0.3986370365387014,0.26782311910611717,0.009080122288218955
2005-01-25,0.09622453,0.32130941419393577,0.5724410975414523,0.38579349551535647,0.15105939152388967,0.015489121854731398
2005-01-26,0.09825343,0.2531031538079133,0.49805597569520627,0.3416964203065247,0.1693686605554105,0.018264708114631958
2005-01-27,0.09369804,0.22093269869944568,0.46148015962144634,0.3137191142712059,0.047223461880740836,0.020894871982279056
2005-01-28,0.09361935,0.22902848841650336,0.47706400670181925,0.3064301536895773,-0.07925362056363261,0.02221444155000721
2005-01-31,0.09985204,0.31235586270961224,0.5686407005246626,0.3673683365220403,-0.029768513260913898,0.02345113900579205
2005-02-01,0.1037645,0.33798121352579424,0.630116907885751,0.29929227156959887,-0.07514370453577701,0.016954773141872916
2005-02-02,0.10116479,0.2865898730998503,0.5492321964705278,0.3320474731015455,-0.0037005698154135014,0.014455248238864698
2005-02-03,0.092876,0.23546879684261895,0.5104259409958816,0.2506205555728023,0.0029202622242199827,0.02466017843721547
2005-02-04,0.09911577,0.19273055963739705,0.4622868090441001,0.20404802355137813,0.004009176699218742,0.024149730155800974
2005-02-07,0.09879753,0.17743810066857613,0.45347090814644164,0.16304973806785486,0.045584122084219025,0.018340814698035997
2005-02-08,0.0985355,0.22380364636400066,0.49631258566485636,0.24182608858386045,0.07430039566891608,0.016513433826678168
2005-02-09,0.10297862,0.18855193980717294,0.4633776749434446,0.18482114006631922,0.09638884605704409,0.018178502453708514
2005-02-10,0.10135817,0.19677411653658688,0.4698461239008246,0.20208388298731322,0.04118617798477789,0.013545482926013024
2005-02-11,0.1030931,0.2000641815230529,0.46491394272004166,0.22659584511024744,0.016346557747573265,0.016801062817749297
2005-02-14,0.09731286,0.1564781660417499,0.4338008902914861,0.12014519673616622,0.09968091990494216,0.014804712173535187
2005-02-15,0.09606449,0.1694551184670224,0.43714712118521165,0.16829611234279693,0.06928814387401755,0.017737968559545333
2005-02-16,0.09082718,0.1979009233603242,0.4663289957030282,0.21481827662495248,0.032602037539887246,0.024150432788290696
2005-02-17,0.08875321,0.2159263831478339,0.4854597703748088,0.23837022051944776,0.07281540556446589,0.04750457173629696
2005-02-18,0.08326174,0.18137840504638786,0.44078974227949363,0.20926422023134872,0.09827272541294654,0.044579984492108295
2005-02-22,0.09631682,0.13849027569090328,0.3921345727260982,0.13690841657020175,0.05691241431558916,0.0953773116086266
